ISO3,country,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
BIH,bosniaherzegovinayugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaJugoslaviaBosnia&HerzegovinaJugoslaviaBosnia&Herzegovina,4849.522172,4251.722077,10754.10907,23398.10546,50410.27957,0.0,0.0,0.0,0,0,5308.88435,46145.97222,2802.319041,1283.697046,2034.617866,2745.685347,4639.767753,1588.889725,2531.73584,1121.1373706,3373.899833,5721.051783,0,0,0,3879.407983,5837.465486,10981.69262,0.0,0.0,0.0,0.0,0.0,7760.91351,13109.6512,14473.05492,14473.05492,13767.2313,13282.6986,13096.01716,10339.84409,9502.923962,11307.86074,11945.51417,10563.23255,10358.72199,8344.030796,13743.10955,14604.15144,15317.31646,8394.371856,8034.643027,8357.664833,8893.587374,10113.30932,14591.56617,12727.89816,14785.0,16113.0,15340.0,9718.0,13300.0,17000.0,19000.0,24750.0,27000.0,30000.0,30250.0,31149.0,27000.0,32000.0,21000.0,31800.0,41280.0,41297.0,40100.0,38770.0,50863.0,40000.0,10000.0,2000.0,2000.0,2000.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,
BLR,U.S.S.R.(Russia)U.S.S.R.(Russia)U.S.S.R.(Russia)U.S.S.R.(Russia)U.S.S.R.(Russia)U.S.S.R.(Russia)U.S.S.R.(Russia)U.S.S.R. (Russia) (d)U.S.S.R.(Russia)U.S.S.R.(Russia)U.S.S.R.(Russia)U.S.S.R.(Russia),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3314014.946,4129015.742,1879399.596,0,0,0,2346103.179,0.0,2936561.869,2936561.869,0.0,0.0,0.0,2097544.192,2621930.24,2621930.24,2936561.869,3146316.288,3146316.288,3146316.288,4544329.492,4790790.935,4737303.558,4895668.144,5097032.387,5314128.21,5538565.439,5693783.709,6067146.575,6164682.38,6608312.977,6877847.406,7324624.318,7819644.748,7953887.576,7406428.542,6775067.74,7210308.16,6841000.0,7319000.0,7819000.0,8245000.0,8155000.0,8459000.0,8636000.0,8595000.0,9057000.0,9525000.0,9750000.0,9150000.0,9821000.0,9876000.0,10089000.0,9900000.0,9300000.0,9400000.0,9100000.0,9100000.0,8500000.0,7240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,     
BOL,Bolivia(d)Bolivia(a)Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,515.9958712,0.0,0.0,618.7755366,17255.4473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.29228851,270.5832008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.0,17100
BRA,brazilBrazilBrazilBrazilBrazilBrazilBrazilBrazilBrazilBrazilBrazilBrazilBrazil(b)BrazilBrazilBrazil(b)BrazilBrazilbrazilBrazil,126203.9902,189491.0935,297884.836,519188.3335,549861.771,405944.0201,335373.1945,0.0,0,0,243358.1259,164311.1243,321836.6931,268926.1409,282302.1802,330126.1877,302764.7725,167256.0763,149692.29,100538.43943,197527.83415,270954.466121,0,0,0,315881.7651,266053.5541,323484.3141,464154.0178,316104.1048,284426.9924,152748.4119,255834.3188,177811.9675,174344.7269,169284.4016,238071.2658,202413.0145,0.0,257260.6488,238837.9182,167763.682,219351.7327,320793.1649,947584.4666,910572.2506,1066236.249,1031344.65,1049087.776,1208394.16,1294792.006,1392521.833,1441026.494,1501756.691,1402120.195,2007349.792,0.0,2731582.0,2872504.0,2402475.0,2594419.0,2791309.0,2033279.0,1545429.0,1257597.0,1650000.0,1100000.0,2281450.0,2042144.0,2340974.0,2091631.0,2200000.0,2523194.0,2696799.0,2067385.0,1900000.0,0.0,790372.0,2000000.0,2000000.0,2000000.0,2500000.0,2613477.0,2735746.0,2300000.0,2300000.0,2000000.0,2192000.0,1970000.0,2529000.0,2544000.0,3143000.0,3200000.0,3128000.0,1866000.0,2400000.0,1700000.0,3125000.0,2738000.0,2796000.0,2833000.0,2498220.0,2816675.0,2880718.0,3273029.0,3200000.0,3200000
BWA,BechuanalandBechuanalandBotswanaBotswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.5835448,13308.9179,18856.92229,23440.05635,29719.05488,24775.14322,11122.22808,28690.20946,9099.146705,0.0,4390.159994,10319.91742,0.0,48310.0,34348.0,687.0,340.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,canadaCanadaCanadaCanada(sales)Canada(sales),0.0,26.2193024,187.7302052,895.65137,147.8768655,412.1674337,618.7755366,0.0,0,0,0.0,546.410262,0.0,0.0,0.0,0.0,0.0,255.9003914,109.072298,93.34071654,206.6081029,79.7066793,0,0,0,0.0,371.265322,142.6330051,0.0,406.9235732,45.09720013,0.0,0.0,0.0,210.8031913,3.146316288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,chileChileChileChileChileChileChileChileChileChileChileChileChileChileChileChileChileChile,0.0,0.0,0.0,0.0,211.8519634,3144.218744,462.5084943,0.0,0,0,4423.720701,4378.623501,0.0,10983.79016,7936.05845,0.0,3203.998753,6334.58346,395.3870802,4973.2772793,5818.5875882,13433.72178,0,0,0,19941.35263,11587.88289,0.0,0.0,73589.19166,109512.7823,74803.66975,42936.72961,21106.53843,20991.1735,21157.92826,29799.81034,34609.47917,37755.79546,55581.77477,56416.59736,38932.51775,44755.30042,49554.48154,0.0,39385.58729,40025.33827,47376.18189,32784.61572,44551.83864,47977.1283,20500.34816,17122.25324,18498.24223,15333.04804,24611.53478,24462.60914,26723.0,23838.0,16085.0,15405.0,28695.0,20016.0,23639.0,18002.0,23243.0,24969.0,27701.0,25557.0,16111.0,26050.0,26172.0,35635.0,31631.0,31803.0,43655.0,43806.0,39697.0,43767.0,49857.0,62989.0,62958.0,70449.0,62887.0,63673.0,48931.0,40581.0,41716.0,31320.0,12195.0,19641.0,25801.0,39786.0,37169.0,26808.0,5096.0,1642.0,,,,,,,,,,
CHN,chinaChina(exports)ChinaChina7.ManchoukuoChinaChina(d)China(a)ChinaChinaChinaChinaChinaChinaChinaChinachinaChina,0.0,0.0,0.0,0.0,20.97544192,3143.169972,1.048772096,0.0,0,0,28562.25926,39777.82806,44653.56953,43827.13712,47841.8367,44725.93481,65233.62437,74148.18719,25170.5303,23344.61808966,10529.671844,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870480.8397,1027796.654,1237551.073,828529.9558,828529.9558,1027796.654,1027796.654,1027796.654,1027796.654,723652.7462,933407.1654,1048772.096,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1200000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,2600000.0,2700000.0,2700000.0,2700000.0,2700000.0,4060000.0,5158000.0,5592300.0,7301000.0,7000000.0,8010700.0,7663300.0,5975600.0,5283000.0,3186000.0,3514000.0,4306800.0,4500000.0,4600000.0,4500000.0,7500000.0,8000000.0,10000000.0,11000000.0,12000000.0,13000000.0,14000000.0,14500000.0,15500000.0,16000000.0,13011000.0,15484000.0,11333000.0,7977000.0,6500000
CIV,IvoryCoastIvoryCoastIvoryCoastivorycoastIvoryCoast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63555.58902,128757.7502,110408.4336,143681.7772,140962.3111,173768.951,181582.3032,154246.0585,120500.7675,131131.1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36500.0,56829.0,80402.0,148120.0,150000.0,87400.0,43600.0,100400.0,100000.0,100000.0,294904.0,200278.0,474879.0,791911.0,1200000
COD,BelgianCongoBelgianCongoBelgianCongoBelgianCongoZaireZaireZaireZaireCongoDemocraticRepublic(b),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31985.45138,0,0,0,7973.814246,4519.158962,18958.65318,31515.60148,29918.32158,17972.80741,3079.194874,0.0,0.0,8792.905253,13175.72384,12641.89885,17537.56699,73230.5116,132100.1869,223642.2593,397334.65,476603.9913,340148.2539,378842.7004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346950.0,329066.0,369481.0,333963.0,308775.0,307859.0,182185.0,249492.0,,21183.0,6350.0,17610.0,,,,37240.0,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14884.0,4935
