ISO3,Country,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MMR,burma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4523.4546,6004.8555,5588.275,4098.7457,3231.039,3739.064,2133.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCL,NewCaledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391.0,3188.0,2780.0,2104.0,1703.0
NOR,norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1275.0,1444.0,991.0,879.0,1191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,philippinesPhilippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,106.0,492.0,1084.0,1192,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1500.0,2269.0,2126.0,4094.0,4140.0,4400.0,3700.0,5400.0,6700.0
PNG,papuanewguineaPapuaNewGuinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0,1224.0,4303.0,2191.0,3308.0,3275.0,2915.0
RUS,russiaRussia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1600,1600,1700,1700,1800.0,1800.0,1900.0,1950,1810,4200.0,4300.0,4300.0,4500.0,4700.0,,,,,,6000.0,5200.0,3200.0,2500.0,3300.0,4200.0,"4
200",4100.0,400.0,4500.0,4100.0,4600.0,4200.0,4654.0,4527.0,4748.0,4759.0,3587.0,2502.0,2352.0,2460.0,2337.0,2186.0,2368.0,2302.0,5800.0,5600.0,4900.0,5450.0,5500.0
SWE,sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.93715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.0363,9066.21415,508.025,670.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,674.0,698.0,663.0,673.0,568.0,673.0,556.0,181.0,,,,,,
USA,unitedstatesunitedstatesUSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17655,0.0,0.0,0.0,0.0,10.1605,15.24075,1359.4749,4584.4176,6670.36825,6641.91885,7515.72185,9976.59495,4702.2794,5854.4801,6236.5149,4732.7609,7341.9773,8188.34695,12367.3606,11420.402,18112.1073,23665.8366,32613.1729,37075.6645,2196.7001,1358.45885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,454.0,406.0,461.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,690.0,640.0,590.0,500.0
VNM,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,134.0,,,
ZAF,unionofsouthafricaSouthAfrica(a),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,249.0,209.0,234.0,172.0,258.0,190.0,244,316.0,296.0,306.0,397.0,373.0,366.0,271.0,329.0,268.0,267.0,307.0,244.0,238.0,1680.0,862.0,1102.0,1294.0,1332.0,1362.0,1101.0,1062.0,1007.0,1027.0
ZMB,NorthernrhodesiazambiaZambia(a),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367.3965,11612.43545,8334.65815,9223.7019,17688.41445,29223.6301,31637.7649,15701.02065,15141.1771,18112.1073,19516.2884,19194.20055,13549.02675,9498.0354,7749.41335,7883.53195,10401.30385,13388.49085,14209.45925,10059.91105,17098.0894,21766.83915,13449.45385,20587.2051,27575.597,1670.3862,2059.53335,1891.8851,1748.62205,859.5783,979.4722,1416.3737,1534.2355,1513.9145,1452.9515,1342.20205,1798.4085,2052,2079,2055,1929,1962,4900.0,3800.0,4300.0,4300,4900,3310.0,2570.0,2446.0,2407.0,3472.0,,,,,,4614.0,4817.0,4610.0,4211.0,2639.0,5908.0,6959,6037.0,7000.0,7000.0,3342.0,4665.0,6144.0,6620.0,5791.0,5422.0,4648.0,4229.0,4616.0,5878.0,5134.0,5956.0,5665.0,5658.0,4317.0,2979.0,5276.0,2649.0,1766.0,1271.0
ZWE,zimbabweZimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,121.0,118.0,101.0,110.0,126.0,109.0,106,126.0,100.0,129.0,79.0,96.0,74.0,44.0,59.0,304.0,26.0,29.0,28.0,39.0,58.0,174.0,121.0,318.0,359.0,355.0,409.0,445.0,403.0,400.0
